keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
healthy treats for ducks,30,healthy treats for ducks,30,30,8.032083572,https://www.chewy.com/pet-botanics-healthy-omega-duck/dp/116708,180,0
high tech robot dog,30,high tech robot dog,30,30,2.332856655,,9,
high-energy horse feed,30,"high-energy horse feed, horse feed for energy","30.0, 10.0",40,2.370829963,,6,
horse feed oil,30,"horse feed oil, feeding coconut oil to horses, feeding horses coconut oil, horse feed oil supplements","30.0, 20.0, 20.0, 10.0",80,7.683743808,,190,
hot toys black cat,30,hot toys black cat,30,30,3.092819972,,10,
intune bird food,30,intune bird food,30,30,4.085991316,"https://www.chewy.com/higgins-intune-hand-feeding-hi-energy/dp/267884, https://www.chewy.com/higgins-intune-natural-parrot-food-3/dp/171816?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Higgins&utm_term=%7Bkeyword%7D",13,0.25
iodine free cat treats,30,iodine free cat treats,30,30,2.531701484,"https://www.chewy.com/app/product-questions/243984, https://www.chewy.com/app/product-question/2459890, https://www.chewy.com/whole-life-just-one-ingredient-pure/dp/44030",6,0.746666667
iron fish food,30,iron fish food,30,30,7.045106019,,1070,
k-9 dog kennels,30,k-9 dog kennels,30,30,3.678920659,,17,
kitten eye wipes,30,kitten eye wipes,30,30,2.073087305,https://www.chewy.com/earthbath-eye-wipes-dogs-cats/dp/40422,8,0
kiwi bird food,30,kiwi bird food,30,30,1.894867726,,6,
leather horse girths,30,leather horse girths,30,30,7.975721452,,40,
lick it horse treats,30,lick it horse treats,30,30,4.59846496,"https://www.chewy.com/likit-refill-carrot-horse-treat-143/dp/348944, https://www.chewy.com/likit-granola-original-horse-treat/dp/348956",18,0
luxury cat supplies,30,luxury cat supplies,30,30,6.184023601,,40,
lysine immune support for cats,30,"lysine immune support for cats, l-lysine immune support for cats","30.0, 10.0",40,8.630480158,"https://www.chewy.com/naturvet-l-lysine-plus-antioxidants/dp/177148, https://www.chewy.com/vetriscience-vetri-lysine-plus/dp/38942, https://www.chewy.com/vetoquinol-viralys-gel-immune/dp/102541, https://www.chewy.com/vetoquinol-viralys-powder-immune/dp/102630, https://www.chewy.com/vetriscience-vetri-lysine-plus/dp/261072, https://www.chewy.com/tomlyn-immune-support-hickory/dp/118273, https://www.chewy.com/vita-pet-life-coco-luna-l-lysine/dp/279585, https://www.chewy.com/vetoquinol-enisyl-f-lysine-bites/dp/102050, https://www.chewy.com/vetriscience-vetri-lysine-plus/dp/38942, https://www.chewy.com/vetoquinol-enisyl-f-paste-immune/dp/102184, https://www.chewy.com/tomlyn-immune-support-powder-immune/dp/57197, https://www.chewy.com/optixcare-l-lysine-cat-chews/dp/149890",35,0
magnesium for saltwater aquariums,30,magnesium for saltwater aquariums,30,30,3.713172763,,9,
majesty horse supplements,30,majesty horse supplements,30,30,3.930636325,,12,
medical grooming for cats,30,medical grooming for cats,30,30,7.260177042,,308,
mens horse riding gear,30,mens horse riding gear,30,30,4.74064003,,26,
natural horse treats,30,natural horse treats,30,30,8.644486731,"https://www.chewy.com/b/horse-treats-2745, https://www.chewy.com/enjoy-yums-all-natural-apple-horse/dp/241413, https://www.chewy.com/enjoy-yums-all-natural-peppermint/dp/241419, https://www.chewy.com/nickerdoodles-original-handmade/dp/355198",163,0.176470588
no bake cat treats,30,no bake cat treats,30,30,7.57605269,,34,
non gmo cattle feed,30,non gmo cattle feed,30,30,2.723073708,,9,
off the ground dog bowls,30,off the ground dog bowls,30,30,1.808340308,,9,
oinkies dog bones,30,oinkies dog bones,30,30,2.924020953,"https://www.chewy.com/hartz-oinkies-5-pig-skin-twists-real/dp/112071, https://www.chewy.com/hartz-oinkies-smoked-pig-skin-twist/dp/141005",9,0
omega horse feed,30,omega horse feed,30,30,3.243280926,"https://www.chewy.com/bluebonnet-feeds-intensify-omega/dp/231948, https://www.chewy.com/omega-fields-omega-horseshine/dp/228513",10,0
outdoor dog poop odor eliminator,30,outdoor dog poop odor eliminator,30,30,4.122996004,"https://www.chewy.com/simple-green-outdoor-dog-cat-odor/dp/160843, https://www.chewy.com/naturvet-yard-odor-eliminator-refill/dp/45275",10,0.2
peanut butter rawhide bones,30,peanut butter rawhide bones,30,30,8.088834758,https://www.chewy.com/f/peanut-butter-flavored-rawhide-dog_c1545_f4v20056,132,0.333333333
personalized dog cookies,30,personalized dog cookies,30,30,8.156602988,,41,
personalized dog wine glasses,30,personalized dog wine glasses,30,30,2.850849621,https://www.chewy.com/b/wine-glasses-6219,8,0.2
pet pee grass,30,pet pee grass,30,30,6.818426891,https://www.chewy.com/frisco-indoor-grass-potty/dp/193050,74,0
pet supplies plus dog gates,30,pet supplies plus dog gates,30,30,2.410766712,,8,
pink cat supplies,30,"pink cat supplies, black cat supplies","30.0, 10.0",40,6.756122989,,733,
purple heart dog tag,30,purple heart dog tag,30,30,3.462978601,https://www.chewy.com/dog-tag-art-neon-purple-hearts/dp/296094,10,0
quality dog coats,30,"quality dog coats, great and small dog coats","30.0, 10.0",40,2.404878534,,9,
rabbit cage hay feeder,30,"rabbit cage hay feeder, hay feeder for rabbit cage","30.0, 10.0",40,2.534180987,https://www.chewy.com/sungrow-rabbit-bunny-guinea-pig-hay/dp/315633,5,0
rabbit calming treats,30,rabbit calming treats,30,30,5.105077048,,17,
rabbits and catnip,30,rabbits and catnip,30,30,2.703842345,,7,
red aquarium lights,30,red aquarium lights,30,30,0.943119185,,8,
red sox dog toys,30,red sox dog toys,30,30,3.192300248,,7,
riding socks horse,30,riding socks horse,30,30,2.326856797,,5,
sausage dog gifts,30,sausage dog gifts,30,30,2.56222867,,7,
squirrel dog supplies,30,squirrel dog supplies,30,30,4.176971957,,15,
turtle tank maintenance,30,turtle tank maintenance,30,30,2.971558363,"https://www.chewy.com/zoo-med-turtle-clean-canister-turtle/dp/154868, https://www.chewy.com/api-turtle-sludge-destroyer-aquarium/dp/121909",10,0
ultimate finish horse feed,30,ultimate finish horse feed,30,30,2.910759299,"https://www.chewy.com/tribute-equine-nutrition-k-finish/dp/211637, https://www.chewy.com/animed-natural-weight-up-weight-gain/dp/135372, https://www.chewy.com/buckeye-nutrition-ultimate-finish-25/dp/136846, https://www.chewy.com/buckeye-nutrition-ultimate-finish-100/dp/136850, https://www.chewy.com/tribute-equine-nutrition-essential-k/dp/170363, https://www.chewy.com/buckeye-nutrition-ultimate-finish-40/dp/136848",8,0.3
unsalted peanut butter for dogs,30,unsalted peanut butter for dogs,30,30,3.710062348,,9,
vegetarian fish food,30,"vegetarian fish food, fish food vegetables, fish food vegetarian","30.0, 10.0, 10.0",50,1.824864682,,8,
vinyl covered dog beds,30,vinyl covered dog beds,30,30,2.206464437,,5,
wire cat carriers,30,wire cat carriers,30,30,3.478083856,,52,
women's horse riding gear,30,"women's horse riding gear, ladies horse riding gear","30.0, 10.0",40,5.843122787,"https://www.chewy.com/horze-equestrian-womens-tara-high/dp/297568, https://www.chewy.com/horze-equestrian-womens-daniela/dp/297555",73,0
yellow dewormer for dogs,30,yellow dewormer for dogs,30,30,2.753745206,,11,
yogurt icing for dog treats,30,"yogurt icing for dog treats, dehydrated yogurt dog treats, yogurt coating for dog treats, dog ice cream no yogurt","30.0, 20.0, 20.0, 10.0",80,3.430271314,,9,
zip riding boots,30,"zip riding boots, riding boots zip","30.0, 10.0",40,3.169666381,,8,
3 dog retractable leash,20,3 dog retractable leash,20,20,1.425269475,,5,
3 pack dog toys,20,3 pack dog toys,20,20,8.211634806,,131,
6 dogs hat,20,6 dogs hat,20,20,2.831878541,,8,
8 dog bowl,20,8 dog bowl,20,20,7.72527787,,392,
80 10 10 dog food,20,80 10 10 dog food,20,20,4.265830859,,22,
apples and peanut butter for dogs,20,apples and peanut butter for dogs,20,20,8.431419718,,81,
aquarium gravel pump,20,"aquarium gravel pump, aquarium pump valve","20.0, 10.0",30,5.225373132,,27,
aquarium stand doors,20,aquarium stand doors,20,20,3.211729134,,19,
bathing a large dog at home,20,bathing a large dog at home,20,20,4.180265867,,16,
bearded lizard food,20,bearded lizard food,20,20,8.147556738,"https://www.chewy.com/flukers-adult-bearded-dragon-diet/dp/126084, https://www.chewy.com/flukers-buffet-blend-juvenile-bearded/dp/125964, https://www.chewy.com/komodo-diets-adult-bearded-dragon/dp/242750, https://www.chewy.com/zoo-med-adult-bearded-dragon-food/dp/124355",81,0
bird seed for tube feeders,20,"bird seed for tube feeders, bird seed for finch feeders, finch feeder seed","20.0, 10.0, 10.0",40,3.36564223,,13,
bird toys with bells,20,"bird toys with bells, bell plastic bird toys","20.0, 10.0",30,3.540600215,https://www.chewy.com/bonka-bird-toys-bellpull-bird-toy/dp/175761,9,0
blue parakeet food,20,blue parakeet food,20,20,8.380653793,,36,
bow ties dog grooming,20,bow ties dog grooming,20,20,2.648195796,,7,
boxer dog home decor,20,boxer dog home decor,20,20,3.06767768,,10,
brain food for senior dogs,20,brain food for senior dogs,20,20,7.350122816,https://www.chewy.com/f/brain-health-dry-dog-food_c294_f50v63775,59,0.333333333
bully puppy supplements,20,bully puppy supplements,20,20,3.009188889,,10,
canvas dog bowl,20,canvas dog bowl,20,20,4.510815444,,23,
cat cages design,20,cat cages design,20,20,5.409944168,,41,
cat coat health,20,cat coat health,20,20,7.899080217,,1319,
cat coat personality,20,"cat coat personality, cat coats and personality","20.0, 10.0",30,6.317241323,,258,
cat door panel,20,cat door panel,20,20,3.130420522,,12,
cat e cone,20,cat e cone,20,20,1.716221947,,5,
cat licking vitamin e oil,20,cat licking vitamin e oil,20,20,6.752854017,,28,
cat litter box furniture espresso,20,cat litter box furniture espresso,20,20,5.124609068,,18,
cat litter box furniture plant,20,cat litter box furniture plant,20,20,3.518658816,https://www.chewy.com/good-pet-stuff-hidden-cat-litter/dp/149991,10,0
cat scratching post floor to ceiling,20,cat scratching post floor to ceiling,20,20,3.066248395,,9,
cat water fountain no plug,20,cat water fountain no plug,20,20,7.129420257,,43,
cat wine gifts,20,cat wine gifts,20,20,4.617665952,,16,
certified organic dog food,20,certified organic dog food,20,20,6.370278124,https://www.chewy.com/castor-pollux-organix-grain-free/dp/40083,49,0
chicken hide dog treats,20,"chicken hide dog treats, beef hide dog treats","20.0, 10.0",30,8.519743992,"https://www.chewy.com/pet-n-shape-all-natural-chicken-hide/dp/133475, https://www.chewy.com/fieldcrest-farms-nothin-to-hide/dp/293095, https://www.chewy.com/earth-animal-no-hide-long-lasting/dp/168754, https://www.chewy.com/ruffin-it-chompems-hide-free-chicken/dp/373054, https://www.chewy.com/canine-naturals-hide-free-chicken/dp/229705, https://www.chewy.com/earth-animal-no-hide-long-lasting/dp/168752, https://www.chewy.com/fieldcrest-farms-nothin-to-hide/dp/293093, https://www.chewy.com/earth-animal-no-hide-chicken-chews-7/dp/168751",136,0.052631579
chicken neck dog treats,20,chicken neck dog treats,20,20,4.629119544,,13,
chicken nesting box mats,20,chicken nesting box mats,20,20,2.720087986,,7,
chicken pomegranate seeds,20,"chicken pomegranate seeds, chicken with pomegranate seeds","20.0, 20.0",40,7.242722434,,45,
chicken with fennel seeds,20,chicken with fennel seeds,20,20,2.130233468,,5,
childrens riding breeches,20,childrens riding breeches,20,20,2.706178907,,9,
clear plastic fish tanks,20,clear plastic fish tanks,20,20,1.91380315,,5,
cockatiel treat sticks,20,cockatiel treat sticks,20,20,3.614661482,"https://www.chewy.com/kaytee-forti-diet-pro-health-honey/dp/122865, https://www.chewy.com/vitakraft-crunch-sticks-apricot-peach/dp/185071",9,0.181818182
cuttlebone perch,20,cuttlebone perch,20,20,3.014016453,"https://www.chewy.com/pollys-pet-products-tooty-fruity-bee/dp/155696, https://www.chewy.com/prevue-pet-products-wood-corner-bird/dp/133566, https://www.chewy.com/penn-plax-cockatiels-medium-birds/dp/131241, https://www.chewy.com/jw-pet-insight-sand-bird-perch-color/dp/129643, https://www.chewy.com/kaytee-forage-n-play-swing-bird-perch/dp/166786, https://www.chewy.com/super-bird-creations-wind-chimes-bird/dp/173832, https://www.chewy.com/penn-plax-parakeet-small-bird/dp/131257, https://www.chewy.com/pollys-pet-products-tooty-fruity-bee/dp/542590, https://www.chewy.com/living-world-pedi-perch-cement-bird/dp/131445, https://www.chewy.com/chickenguard-standard-automated/dp/240572, https://www.chewy.com/jw-pet-activitoy-birdie-basketball/dp/129605, https://www.chewy.com/pollys-pet-products-banana-split/dp/155683, https://www.chewy.com/midwest-poquito-avian-hotel-travel/dp/131320, https://www.chewy.com/pollys-pet-products-tooty-fruity-bee/dp/542374, https://www.chewy.com/super-bird-creations-peekaboo-perch/dp/165634",9,0.055555556
degu natural habitat,20,degu natural habitat,20,20,1.156672813,,5,
dehydrated rabbit treats,20,dehydrated rabbit treats,20,20,8.269049414,,68,
dog bone magnets,20,dog bone magnets,20,20,2.105533078,"https://www.chewy.com/imagine-this-company-bone-magnet/dp/142146, https://www.chewy.com/imagine-this-company-i-love-my-dogs/dp/142239",5,0
dog bowl game,20,dog bowl game,20,20,3.999120694,"https://www.chewy.com/outward-hound-fun-feeder-interactive/dp/56309, https://www.chewy.com/outward-hound-fun-feeder-interactive/dp/56303, https://www.chewy.com/outward-hound-wobble-plastic-slow/dp/253268",60,0
dog chewing up toys,20,dog chewing up toys,20,20,8.74823829,,673,
dog hair remover for bed,20,dog hair remover for bed,20,20,2.570903778,,6,
dog ice cream molds,20,dog ice cream molds,20,20,2.510160182,,5,
dog leash supplies,20,dog leash supplies,20,20,8.608288581,,3366,
dog loves bones,20,dog loves bones,20,20,4.380252186,,21,
dog mugs set,20,dog mugs set,20,20,3.923098605,,13,
dog shoes rubber,20,dog shoes rubber,20,20,3.605343361,,12,
dog toy zebra,20,dog toy zebra,20,20,3.392641321,"https://www.chewy.com/frisco-zebra-rope-squeaky-dog-toy/dp/268650, https://www.chewy.com/hyper-pet-tough-plush-zebra-dog-toy/dp/161766",10,0.285714286
dog water bottle harness,20,dog water bottle harness,20,20,3.18725127,,17,
dog water bowl plants,20,"dog water bowl plants, dog water bowl solutions","20.0, 10.0",30,5.638827988,"https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/48435, https://www.chewy.com/kh-pet-products-coolin-bowl-plastic/dp/140987, https://www.chewy.com/neater-pets-neater-feeder-deluxe/dp/46117, https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/184893, https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/48437, https://www.chewy.com/outward-hound-non-skid-plastic-slow/dp/56306, https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/40562, https://www.chewy.com/kh-pet-products-thermal-bowl-plastic/dp/182068, https://www.chewy.com/kh-pet-products-thermal-bowl-plastic/dp/182069, https://www.chewy.com/kh-pet-products-thermal-bowl/dp/54449, https://www.chewy.com/kh-pet-products-cleanflow-filtered/dp/46681, https://www.chewy.com/tropiclean-fresh-breath-dental-health/dp/113349, https://www.chewy.com/kh-pet-products-cleanflow-filtered/dp/46690, https://www.chewy.com/frisco-stainless-steel-bowl/dp/186593, https://www.chewy.com/oxyfresh-dog-cat-dental-water/dp/158448, https://www.chewy.com/kh-pet-products-thermal-bowl-plastic/dp/182070",42,
dried mealworms for ducks,20,"dried mealworms for ducks, feeding ducks mealworms","20.0, 10.0",30,6.026424722,,20,
duck food container,20,"duck food container, duck food bag","20.0, 10.0",30,4.201609188,,17,
earth dog leashes,20,earth dog leashes,20,20,1.659031432,,9,
earth first chicken feed,20,earth first chicken feed,20,20,5.183746813,,28,
eco friendly dog supplies,20,eco friendly dog supplies,20,20,6.959246342,,82,
english horse supplies,20,english horse supplies,20,20,4.623957185,,27,
fall cat decor,20,fall cat decor,20,20,2.522428834,,6,
feed chickens yogurt,20,feed chickens yogurt,20,20,6.797323279,,49,
feeding chickens alfalfa pellets,20,"feeding chickens alfalfa pellets, alfalfa pellets for chicken feed","20.0, 10.0",30,6.324851726,,102,
filter media replacement,20,filter media replacement,20,20,4.668235404,,24,
finch bird supplies,20,"finch bird supplies, large bird supplies, nest bird supplies","20.0, 10.0, 10.0",40,7.590446664,,38,
first aid for dog leg injury,20,first aid for dog leg injury,20,20,5.328765061,,21,
fish food bag,20,fish food bag,20,20,7.500590794,"https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232952, https://www.chewy.com/aqueon-algae-rounds-bottom-feeder/dp/124447, https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232946, https://www.chewy.com/northfin-cichlid-formula-2-mm-sinking/dp/335561, https://www.chewy.com/san-francisco-bay-brand-freeze-dried/dp/337719, https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232944, https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232942, https://www.chewy.com/aqueon-medium-cichlid-pellet-fish/dp/124522, https://www.chewy.com/hikari-bio-gold-betta-fish-food/dp/169139, https://www.chewy.com/aqueon-tablets-bottom-feeder-fish/dp/124450, https://www.chewy.com/aqueon-mini-cichlid-pellet-fish-food/dp/124482, https://www.chewy.com/tetra-plecowafers-complete-diet-algae/dp/126095, https://www.chewy.com/san-francisco-bay-brand-freeze-dried/dp/337711, https://www.chewy.com/aqueon-color-enhancing-cichlid-pellet/dp/124527, https://www.chewy.com/northfin-marine-formula-1-mm-sinking/dp/335636, https://www.chewy.com/northfin-betta-bits-1-mm-pellets-fish/dp/335545, https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232940, https://www.chewy.com/northfin-goldfish-formula-3-mm/dp/335594",1613,0
fish food dishes,20,fish food dishes,20,20,4.210850656,,14,
fish vitamins aquarium,20,fish vitamins aquarium,20,20,3.201707663,,13,
fleece dog toy patterns,20,fleece dog toy patterns,20,20,2.603745321,,6,
foal sheet,20,foal sheet,20,20,2.022225678,,11,
food mouse pad,20,food mouse pad,20,20,1.380132767,,5,
free dog pee pads,20,"free dog pee pads, dog peeing off pad","20.0, 10.0",30,8.40124922,,83,
frozen corn chicken treats,20,frozen corn chicken treats,20,20,2.767042531,,6,
gas medicine for cats,20,"gas medicine for cats, pet gas medicine","20.0, 10.0",30,6.136465943,,150,
gel litter for cats,20,gel litter for cats,20,20,2.381139633,,5,
gerbil litter box,20,gerbil litter box,20,20,7.347263191,"https://www.chewy.com/kaytee-small-animal-potty-litter/dp/131024, https://www.chewy.com/frisco-corner-small-pet-litter-box/dp/291352, https://www.chewy.com/kaytee-clean-cozy-confetti-small-pet/dp/541726, https://www.chewy.com/kaytee-crittertrail-fun-nel-small/dp/189007, https://www.chewy.com/frisco-high-sided-small-pet-litter/dp/291361, https://www.chewy.com/ware-scatterless-lock-n-litter-small/dp/128633, https://www.chewy.com/kaytee-supreme-fortified-daily-diet/dp/123160, https://www.chewy.com/b/bedding-litter-11007, https://www.chewy.com/kaytee-hamster-potty-station/dp/131018, https://www.chewy.com/vitakraft-fresh-world-ultra-strength/dp/123831, https://www.chewy.com/ware-lock-n-litter-small-animal/dp/128630",34,0.083333333
getting a cat into a pet carrier,20,getting a cat into a pet carrier,20,20,6.040107674,,100,
ghost cat games,20,ghost cat games,20,20,2.112428774,,5,
ginger cat gifts,20,ginger cat gifts,20,20,3.613426694,,13,
goat medical supplies,20,goat medical supplies,20,20,1.698818629,,5,
goldfish aquarium care,20,goldfish aquarium care,20,20,6.835591815,,43,
grey cat tree with hammock,20,grey cat tree with hammock,20,20,8.205945705,"https://www.chewy.com/frisco-64-in-cat-tree-hammock-condo-2/dp/240956, https://www.chewy.com/frisco-61-in-faux-fur-cat-tree-condo/dp/207064, https://www.chewy.com/frisco-88-to-106-in-3-level-floor-to/dp/240959, https://www.chewy.com/frisco-59-in-faux-fur-cat-tree-condo/dp/207061, https://www.chewy.com/frisco-76-in-xxl-heavy-duty-cat-tree/dp/240964, https://www.chewy.com/frisco-73-in-cat-tree-hammock-condo/dp/240954, https://www.chewy.com/frisco-595-in-heavy-duty-faux-fur-cat/dp/264646, https://www.chewy.com/coziwow-by-jaxpety-58-in-cat-tree/dp/357210, https://www.chewy.com/frisco-38-in-cat-tree-condo-top-perch/dp/240947, https://www.chewy.com/armarkat-54-in-wooden-cat-tree-condo/dp/157395, https://www.chewy.com/frisco-57-in-faux-fur-cat-tree-condo/dp/129319, https://www.chewy.com/coziwow-by-jaxpety-60-in-4-tier-cat/dp/357201, https://www.chewy.com/frisco-62-in-faux-fur-cat-tree-condo/dp/279030, https://www.chewy.com/frisco-42-in-heavy-duty-faux-fur-cat/dp/193421, https://www.chewy.com/frisco-48-in-faux-fur-cat-tree-condo/dp/132539, https://www.chewy.com/frisco-72-in-faux-fur-cat-tree-condo/dp/129325, https://www.chewy.com/frisco-68-in-faux-fur-cat-tree-condo/dp/207052, https://www.chewy.com/frisco-73-in-cat-tree-hammock-condo/dp/240953, https://www.chewy.com/frisco-66-in-cat-tree-bed-condo/dp/240950, https://www.chewy.com/frisco-68-in-faux-fur-cat-tree-condo/dp/129317, https://www.chewy.com/frisco-20-in-faux-fur-cat-tree/dp/132545, https://www.chewy.com/frisco-52-in-faux-fur-cat-tree-condo/dp/119897, https://www.chewy.com/armarkat-78-in-faux-fur-cat-tree/dp/55101, https://www.chewy.com/frisco-65-in-xxl-heavy-duty-cat-tree/dp/240961, https://www.chewy.com/frisco-54-in-faux-fur-cat-tree-condo/dp/263042, https://www.chewy.com/frisco-80-in-faux-fur-cat-tree-condo/dp/263048",64,0.03125
hamster treat sticks,20,"hamster treat sticks, hamster treat box","20.0, 10.0",30,4.862184989,"https://www.chewy.com/kaytee-treat-stick-superfoods-spinach/dp/225861, https://www.chewy.com/kaytee-forti-diet-pro-health-honey/dp/122871, https://www.chewy.com/living-world-fruit-hamster-stick/dp/124247, https://www.chewy.com/vitakraft-mini-slims-carrot-hamster/dp/248614, https://www.chewy.com/vitakraft-crunch-sticks-peanut-honey/dp/161200",14,0
himalayan cat gifts,20,himalayan cat gifts,20,20,2.011767732,,5,
horse blanket 1200d,20,horse blanket 1200d,20,20,4.819365581,,17,
horse brush metal,20,horse brush metal,20,20,2.779674898,https://www.chewy.com/decker-manufacturing-company-spiral/dp/151924,10,0
horse clippers battery,20,horse clippers battery,20,20,1.923749167,,6,
horse feed mill,20,horse feed mill,20,20,4.870407259,"https://www.chewy.com/hygain-zero-horse-feed-44-lb-bag/dp/333942, https://www.chewy.com/hygain-balanced-horse-feed-44-lb-bag/dp/333944",20,0
horse halters and leads,20,"horse halters and leads, horse rope halter with lead","20.0, 10.0",30,6.973374119,,110,
horse toys plastic,20,horse toys plastic,20,20,3.489315121,,12,
horse treat dispenser,20,horse treat dispenser,20,20,3.393457185,,11,
hummingbird nectar preservative,20,hummingbird nectar preservative,20,20,3.97115802,,10,
ireland horse blankets,20,"ireland horse blankets, horse blankets ireland","20.0, 10.0",30,4.878309214,,17,
japanese cat supplies,20,japanese cat supplies,20,20,1.94905612,,6,
junco bird food,20,junco bird food,20,20,7.968593156,,46,
ker horse supplements,20,ker horse supplements,20,20,3.950587751,,13,
kindful dog wipes,20,"kindful dog wipes, refresh dog wipes","20.0, 10.0",30,2.231672257,,7,
kitten litter sand,20,kitten litter sand,20,20,4.047489866,,12,
limited ingredient kangaroo dog food,20,limited ingredient kangaroo dog food,20,20,3.345268767,"https://www.chewy.com/zignature-kangaroo-limited-ingredient/dp/118056, https://www.chewy.com/addiction-outback-kangaroo-feast-raw/dp/45076, https://www.chewy.com/earthborn-holistic-venture-limited/dp/162424, https://www.chewy.com/zignature-guinea-fowl-limited/dp/167599, https://www.chewy.com/zignature-small-bites-kangaroo/dp/184014, https://www.chewy.com/zignature-lamb-formula-small-bites/dp/184017, https://www.chewy.com/zignature-goat-limited-ingredient/dp/167595, https://www.chewy.com/zignature-kangaroo-limited-ingredient/dp/119176",7,0.2
liquid cat food for cats with no teeth,20,liquid cat food for cats with no teeth,20,20,2.540846247,,10,
lizard food worms,20,lizard food worms,20,20,3.902287947,,10,
lizard safe plants,20,"lizard safe plants, lizard friendly plants","20.0, 10.0",30,1.156762501,,5,
mealworms water,20,mealworms water,20,20,2.337451762,,7,
mouse litter box,20,"mouse litter box, pet rat litter box, rat cage litter box","20.0, 20.0, 10.0",50,6.235866918,"https://www.chewy.com/b/bedding-litter-10988, https://www.chewy.com/litterboxcom-cork-mouse-cat-toy/dp/360477, https://www.chewy.com/sungrow-bedding-sand-bath-container/dp/604526, https://www.chewy.com/b/bedding-litter-10968",30,0.333333333
neoprene horse boots,20,"neoprene horse boots, neoprene riding boots","20.0, 10.0",30,5.570421014,,17,
no bake rabbit treats,20,no bake rabbit treats,20,20,3.883771717,,16,
oats for mealworms,20,oats for mealworms,20,20,4.707613307,,17,
old dog cookies,20,old dog cookies,20,20,6.619314225,,29,
organic rat food,20,organic rat food,20,20,3.594719616,https://www.chewy.com/kruses-perfection-brand-mouse-rat/dp/261797,12,0
personalized black cat ornaments,20,personalized black cat ornaments,20,20,8.389437284,,41,
pink horse brushes,20,"pink horse brushes, blue horse brushes, purple horse brushes","20.0, 10.0, 10.0",40,5.282569094,https://www.chewy.com/weaver-leather-horse-grooming-kit/dp/162114,19,0
pumpkin dog treats with oats,20,pumpkin dog treats with oats,20,20,8.548471456,,170,
puppy eats treats but not food,20,"puppy eats treats but not food, puppy not eating food but eating treats","20.0, 20.0",40,2.249202165,,6,
quality chicken feed,20,quality chicken feed,20,20,7.283082878,"https://www.chewy.com/blue-seal-home-fresh-extra-egg-layer/dp/273451, https://www.chewy.com/scratch-peck-feed-naturally-free/dp/266471",74,0
quinoa bird food,20,quinoa bird food,20,20,5.579971728,,21,
rabbit cage mesh,20,rabbit cage mesh,20,20,3.45601146,,14,
rabbit farm supplies,20,"rabbit farm supplies, outdoor rabbit supplies","20.0, 10.0",30,2.290112494,,8,
rabbit food for guinea pigs,20,rabbit food for guinea pigs,20,20,8.56722031,,186,
rabbit playpen mat,20,rabbit playpen mat,20,20,1.179207872,,5,
rabbit treat dispenser,20,rabbit treat dispenser,20,20,4.442524643,https://www.chewy.com/sungrow-rabbit-bunny-guinea-pig-hay/dp/315633,17,0
rat cage cover,20,rat cage cover,20,20,2.443126043,,9,
rat cage enrichment,20,rat cage enrichment,20,20,1.721817881,,5,
reptile bark substrate,20,reptile bark substrate,20,20,2.039179141,,5,
reptile heat lamp no light,20,reptile heat lamp no light,20,20,8.025757916,,102,
retriever dog supplies,20,retriever dog supplies,20,20,6.671766248,,50,
saltwater aquarium bottom feeders,20,saltwater aquarium bottom feeders,20,20,5.48953227,,93,
saltwater jar aquarium,20,saltwater jar aquarium,20,20,3.039941351,,13,
shrimp food pellets,20,shrimp food pellets,20,20,7.893752435,"https://www.chewy.com/api-floating-pellet-betta-fish-food/dp/122036, https://www.chewy.com/aqueon-shrimp-pellets-fish-food/dp/124529, https://www.chewy.com/api-sinking-shrimp-pellets-bottom/dp/121971, https://www.chewy.com/cobalt-aquatics-brine-shrimp-flakes/dp/269717, https://www.chewy.com/cobalt-aquatics-brine-shrimp-flakes/dp/264979, https://www.chewy.com/aqueon-color-enhancing-cichlid-pellet/dp/124527, https://www.chewy.com/cobalt-aquatics-ultra-shrimp-vegi/dp/269632, https://www.chewy.com/cobalt-aquatics-ultra-goldfish-color/dp/269621",81,0
silicone kitten feeder,20,silicone kitten feeder,20,20,2.107418422,,6,
