keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
rabbit tunnel toy,70,"rabbit tunnel toy, rabbit chew tunnel","70.0, 10.0",80,5.667214258,,23,
red rabbit food,70,red rabbit food,70,70,7.848890425,,42,
reptile live feed,70,reptile live feed,70,70,6.84055457,,29,
reptile skull hide,70,"reptile skull hide, plastic reptile hides, black reptile hides, natural reptile hides","70.0, 40.0, 20.0, 20.0",150,2.561894965,https://www.chewy.com/galapagos-hollow-hide-grapevine-cave/dp/284206,7,
rice bran for cattle feed,70,"rice bran for cattle feed, rice bran for chicken feed, rice bran for goat feed, rice bran horse feed supplement","70.0, 10.0, 10.0, 10.0",100,3.014398285,,9,
rolled oats horse feed,70,rolled oats horse feed,70,70,5.81535662,,22,
rounders horse treats,70,rounders horse treats,70,70,2.579129017,https://www.chewy.com/adm-forage-first-horse-rewards-apple/dp/333938,5,0.142857143
saltwater aquarium invertebrates,70,saltwater aquarium invertebrates,70,70,5.661919397,,164,
shampoo a cow,70,shampoo a cow,70,70,3.204532907,,7,
shrimp king food,70,"shrimp king food, king shrimp food","70.0, 10.0",80,2.472128681,https://www.chewy.com/dennerle-shrimp-king-algae-pops/dp/256664,5,0
snake tank lid,70,"snake tank lid, lizard tank lid, snake tank cover","70.0, 20.0, 20.0",110,1.516452724,https://www.chewy.com/zilla-fresh-air-screen-cover/dp/129539,5,0
soft dog cookies,70,"soft dog cookies, mini dog cookies","70.0, 10.0",80,8.791063186,https://www.chewy.com/three-dog-bakery-classic-cookies/dp/153078,95,0
standard dog leash length,70,standard dog leash length,70,70,7.731444751,https://www.chewy.com/petsafe-premier-nylon-dog-leash/dp/52254,69,0
tails dog food,70,tails dog food,70,70,7.470909596,https://www.chewy.com/barkworthies-mega-cow-tails-dog/dp/114891,44,0
tracking dog supplies,70,tracking dog supplies,70,70,5.450524154,,36,
up dog toys,70,up dog toys,70,70,8.793160483,,3797,
uv pond pumps,70,uv pond pumps,70,70,2.27707365,,5,
water feeder for guinea pigs,70,water feeder for guinea pigs,70,70,7.314893582,,47,
western horse supplies,70,western horse supplies,70,70,2.969049958,,13,
womens horse boots,70,"womens horse boots, horse boots womens","70.0, 50.0",120,4.641064074,https://www.chewy.com/horze-equestrian-womens-rover-tall/dp/330962,14,0
3 c's dog supplies,50,"3 c's dog supplies, three c's dog supplies","50.0, 20.0",70,5.856963436,,313,
707 horse supplements,50,707 horse supplements,50,50,5.166042361,https://www.chewy.com/formula-707-daily-essentials-vitamins/dp/223380,19,0
acrylic aquarium stand,50,acrylic aquarium stand,50,50,6.008350005,,36,
bag for horse riding gear,50,bag for horse riding gear,50,50,7.426950731,,38,
beagle home decor,50,beagle home decor,50,50,1.428538451,,5,
bird baths small,50,bird baths small,50,50,3.07412086,,8,
bird seed treats,50,bird seed treats,50,50,8.582421441,,218,
blue bird supplies,50,"blue bird supplies, white bird supplies","50.0, 10.0",60,6.165170182,,52,
blue dog clothing,50,blue dog clothing,50,50,7.090350444,,2683,
cat clothes pattern free,50,"cat clothes pattern free, cat clothes designer, matching cat clothes","50.0, 20.0, 20.0",90,7.624884575,,75,
cat coat hooks,50,cat coat hooks,50,50,7.103765775,,95,
cat collar hardware,50,cat collar hardware,50,50,2.841070744,,8,
cat eating clothes,50,"cat eating clothes, cat chewing clothes","50.0, 10.0",60,6.746277597,,131,
cat games scratch,50,cat games scratch,50,50,7.673933099,,34,
cat paw print keepsake,50,cat paw print keepsake,50,50,3.661031716,https://www.chewy.com/pearhead-pawprints-dog-cat-wall-frame/dp/141853,11,0
cat scratching post grey,50,cat scratching post grey,50,50,8.077915773,https://www.chewy.com/cat-craft-20-in-carpet-cat-scratching/dp/268403,228,0
cat wedding gifts,50,"cat wedding gifts, cats gifts and flowers","50.0, 10.0",60,3.582254512,,12,
cattle joint supplements,50,"cattle joint supplements, joint supplements for cattle","50.0, 50.0",100,2.62540989,,6,
chicken feed ingredients formula,50,chicken feed ingredients formula,50,50,7.62837343,,107,
dachshund stationery,50,"dachshund stationery, dachshund stationery products","50.0, 10.0",60,1.09899164,,6,
deboned chicken dog food,50,deboned chicken dog food,50,50,9.230274293,https://www.chewy.com/wellness-complete-health-healthy/dp/30129,379,0.090909091
dog 4 balls,50,"dog 4 balls, dogs with 4 balls, 2 balls dog, dog with 3 balls","50.0, 50.0, 10.0, 10.0",120,7.689468371,https://www.chewy.com/nerf-dog-tennis-balls-dog-toy/dp/137054,43,0.058823529
dog backpack leash,50,dog backpack leash,50,50,3.876383452,https://www.chewy.com/industrial-puppy-service-dog-dog/dp/220366,15,0
dog food for bully puppies,50,dog food for bully puppies,50,50,6.740592787,https://www.chewy.com/diamond-puppy-formula-dry-dog-food/dp/34948,33,0
dog poop cookies,50,dog poop cookies,50,50,4.361120961,,15,
dog vitamin d toxicity,50,dog vitamin d toxicity,50,50,2.440138355,,12,
dog water fetch toys,50,dog water fetch toys,50,50,7.55721614,,225,
edible puppy bones,50,edible puppy bones,50,50,2.348360775,https://www.chewy.com/nylabone-healthy-edibles-longer/dp/47654,7,0
english saddle poodle,50,english saddle poodle,50,50,1.768712608,,5,
filter media for sump,50,"filter media for sump, sump filter media","50.0, 50.0",100,1.360725026,,7,
fish antibiotics capsules,50,fish antibiotics capsules,50,50,3.926642052,,11,
fish food tablets,50,"fish food tablets, fish vitamin tablets","50.0, 10.0",60,6.992171913,https://www.chewy.com/aqueon-tablets-bottom-feeder-fish/dp/124450,235,0
girth horse tack,50,girth horse tack,50,50,7.879937693,,55,
goat feed tray,50,"goat feed tray, goat feed containers","50.0, 10.0",60,2.82105384,,8,
growth koi food,50,"growth koi food, koi food for growth, koi food growth","50.0, 50.0, 50.0",150,3.343468142,,10,
hamster accessories for tank,50,"hamster accessories for tank, hamster tank accessories","50.0, 20.0",70,7.34459894,,45,
heavy cat bowls,50,heavy cat bowls,50,50,1.675566777,,5,
horse girth western,50,"horse girth western, english horse girths, western horse girths","50.0, 30.0, 30.0",110,5.672017585,,27,
horse hair gifts,50,horse hair gifts,50,50,2.440515393,,8,
hunting dog gifts,50,"hunting dog gifts, dog hunting gifts","50.0, 20.0",70,2.449865862,,8,
knotted rawhide bones,50,knotted rawhide bones,50,50,5.797867516,,47,
led frog light,50,"led frog light, frog lights led","50.0, 40.0",90,2.621362113,,9,
luxury dog supplies,50,"luxury dog supplies, dog supplies luxury","50.0, 10.0",60,6.089703551,,52,
mealworms and bearded dragons,50,"mealworms and bearded dragons, bearded dragon food insects","50.0, 10.0",60,6.424072324,,23,
mealworms for frogs,50,mealworms for frogs,50,50,3.650042917,,9,
naughty dog shirts,50,"naughty dog shirts, naughty dog clothing","50.0, 10.0",60,2.517801325,,5,
no brush dog toothpaste,50,no brush dog toothpaste,50,50,3.681554762,https://www.chewy.com/vets-best-enzymatic-dog-toothpaste/dp/56140,11,0.083333333
parakeet pet care,50,"parakeet pet care, parakeet birds care, budgie parakeet care","50.0, 40.0, 20.0",110,5.814805794,,27,
parakeet treat sticks,50,parakeet treat sticks,50,50,4.588492673,https://www.chewy.com/wild-harvest-crispy-minis-honey/dp/362659,14,0.1
pellet litter for kittens,50,"pellet litter for kittens, pretty litter for kittens, natural litter for kittens","50.0, 50.0, 10.0",110,3.758939887,https://www.chewy.com/feline-pine-original-non-clumping/dp/29098,9,0.055555556
pet carrier hard,50,pet carrier hard,50,50,6.521426937,,1340,
plants for snake tanks,50,"plants for snake tanks, snake tank plants","50.0, 50.0",100,3.802264542,,16,
platinum dog food,50,platinum dog food,50,50,0.813532732,https://www.chewy.com/drinkwell-platinum-plastic-dog-cat/dp/48101,5,0
pond fish bottom feeders,50,pond fish bottom feeders,50,50,5.396532996,,347,
pond pumps with lights,50,"pond pumps with lights, pond pump light, pond pumps with led lights","50.0, 10.0, 10.0",70,6.514130424,,46,
premium koi food,50,premium koi food,50,50,2.241103362,https://www.chewy.com/mazuri-koi-pond-nuggets-fish-6-12/dp/218044?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Mazuri&amp;utm_term=%7Bkeyword%7D,9,0.3
puppy equipment,50,puppy equipment,50,50,3.31164842,https://www.chewy.com/b/puppy-shop-2283,16,0
pvc dog toy,50,pvc dog toy,50,50,7.274724835,,53,
quaker bird food,50,quaker bird food,50,50,5.223929758,https://www.chewy.com/kaytee-supreme-parrot-food/dp/123039,19,0
rabbit grooming tools,50,"rabbit grooming tools, rabbit grooming box, grooming your rabbit, rabbit grooming comb","50.0, 20.0, 10.0, 10.0",90,7.257644505,https://www.chewy.com/ware-groom-n-kit-small-animals/dp/128628,39,0
replacement impellers for pond pumps,50,replacement impellers for pond pumps,50,50,2.554649212,,5,
saltwater filter media,50,"saltwater filter media, filter media for saltwater sump, saltwater canister filter media","50.0, 10.0, 10.0",70,6.905994142,,238,
silver lining horse supplements,50,silver lining horse supplements,50,50,5.534530163,https://www.chewy.com/silver-lining-herbs-joint-support/dp/233008,22,0
snake sand bags,50,snake sand bags,50,50,3.599276409,,12,
snake tank light,50,snake tank light,50,50,2.440435439,,9,
soybean meal for cattle feed,50,soybean meal for cattle feed,50,50,3.478497124,,10,
tabby cat gifts,50,tabby cat gifts,50,50,2.230639131,,6,
tidy cat litter with glade,50,tidy cat litter with glade,50,50,2.941077199,https://www.chewy.com/tidy-cats-glade-tough-scented/dp/51834,6,0
tiger shrimp food,50,"tiger shrimp food, pet shrimp food","50.0, 20.0",70,4.395850775,,16,
treats for canaries,50,treats for canaries,50,50,5.966199763,,98,
two star dog clothing,50,two star dog clothing,50,50,7.572203958,,188,
unicorn cat games,50,unicorn cat games,50,50,2.112799384,,5,
valerian catnip,50,"valerian catnip, valerian root catnip","50.0, 30.0",80,3.907425713,,14,
venison cat food canned,50,venison cat food canned,50,50,5.068833902,,15,
vintage cat toys,50,vintage cat toys,50,50,2.309944575,,8,
water pond supplies,50,"water pond supplies, clear water pond treatment, water treatment ponds","50.0, 30.0, 30.0",110,1.597924986,,5,
wild bird perches,50,wild bird perches,50,50,7.755897432,,113,
apple electrolytes for horses,40,apple electrolytes for horses,40,40,3.957860248,https://www.chewy.com/farnam-apple-elite-electrolyte-paste/dp/142722,10,0.285714286
basset hound home decor,40,basset hound home decor,40,40,1.737513731,https://www.chewy.com/stupell-industries-cute-large-dog/dp/386826,5,0
betta fish tank gravel,40,betta fish tank gravel,40,40,6.433822175,,30,
bird seed with mealworms,40,"bird seed with mealworms, bird food worms","40.0, 10.0",50,6.676255997,,24,
blink cat food,40,"blink cat food, blink chicken cat food, blink kitten food","40.0, 10.0, 10.0",60,7.725302564,,112,
blue dog stroller,40,blue dog stroller,40,40,6.921315299,https://www.chewy.com/paws-pals-2-in-1-detachable-dog-cat/dp/217524,28,0.066666667
cat backpack mesh,40,cat backpack mesh,40,40,2.078469496,https://www.chewy.com/mr-peanuts-aspen-series-airline/dp/297635,6,0
cat coat generator,40,cat coat generator,40,40,3.425445469,,26,
cat collar length,40,cat collar length,40,40,4.705753287,,27,
cat collars safety release,40,cat collars safety release,40,40,1.948854071,,5,
cat harness pattern free,40,cat harness pattern free,40,40,2.762225319,,13,
cat off furniture,40,cat off furniture,40,40,7.694982097,,482,
cat photo gifts,40,"cat photo gifts, cat gallery gifts, cat print gifts, outdoor cat gifts","40.0, 10.0, 10.0, 10.0",70,6.548967936,,30,
cat treats human food,40,cat treats human food,40,40,8.5049543,,162,
cat treats shaking,40,cat treats shaking,40,40,3.107372688,,8,
cattle magnesium supplements,40,"cattle magnesium supplements, magnesium supplements for cattle, magnesium supplements for sheep","40.0, 40.0, 10.0",90,5.492829821,,28,
chia pet grass,40,chia pet grass,40,40,6.606345101,,39,
chicken littles dog treats,40,chicken littles dog treats,40,40,8.696388272,https://www.chewy.com/bil-jac-little-jacs-small-dog-chicken/dp/168860,4608,0.3
cockatiel grooming,40,cockatiel grooming,40,40,6.317330055,,50,
copper supplements for cattle,40,copper supplements for cattle,40,40,4.899018409,,24,
crystals for cat collars,40,crystals for cat collars,40,40,3.089905075,,10,
deckers dog supplies,40,deckers dog supplies,40,40,1.638007426,,5,
dehydrated pumpkin dog treats,40,"dehydrated pumpkin dog treats, dehydrated turkey dog treats, dehydrated ground turkey dog treats","40.0, 30.0, 20.0",90,8.505693179,https://www.chewy.com/whole-life-living-treats-pumpkin/dp/167060,162,0.066666667
dog clippers not cutting hair,40,"dog clippers not cutting hair, dog clippers not cutting","40.0, 30.0",70,7.819641539,,49,
dog cookie mix,40,dog cookie mix,40,40,8.749634427,https://www.chewy.com/lazy-dog-cookie-co-bake-at-home/dp/160343,462,0
dog crate covers for winter,40,"dog crate covers for winter, quilted dog crate covers, dog crate sun covers","40.0, 20.0, 10.0",70,6.045825207,,32,
dog grooming wall art,40,dog grooming wall art,40,40,3.388707835,,12,
dog pee pad deodorizer,40,dog pee pad deodorizer,40,40,4.627376012,https://www.chewy.com/app/product-question/1336389,15,1
dog poop vacuum robot,40,dog poop vacuum robot,40,40,4.327450525,,13,
dog tie out with spring,40,dog tie out with spring,40,40,3.113494728,https://www.chewy.com/boss-pet-prestige-dog-tie-out-spring/dp/151578,9,0
dry dog food dogs love,40,dry dog food dogs love,40,40,5.160744358,,16,
earthborn kitten food,40,earthborn kitten food,40,40,4.494156352,https://www.chewy.com/earthborn-holistic-primitive-feline/dp/36418,12,0.225806452
fermenting duck feed,40,"fermenting duck feed, duck feed nutrition","40.0, 10.0",50,6.560402426,,183,
fish food allergy,40,fish food allergy,40,40,6.413316016,,205,
fish food ring,40,fish food ring,40,40,2.67346481,,10,
foam cat toy,40,foam cat toy,40,40,6.627031195,,37,
free rabbit toys,40,"free rabbit toys, outdoor rabbit toys, free rat toys","40.0, 30.0, 10.0",80,8.201862784,https://www.chewy.com/ethical-pet-skinneeez-forest-series/dp/56245,110,0
frenchie dog gifts,40,"frenchie dog gifts, frenchie dog supplies","40.0, 20.0",60,3.275122653,,12,
gerbil cage cleaning,40,gerbil cage cleaning,40,40,2.928265941,,10,
german horse treats,40,german horse treats,40,40,3.318787747,https://www.chewy.com/equus-magnificus-german-horse-muffin/dp/226452?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Equus%20Magnificus&utm_term=%7Bkeyword%7D,9,0.181818182
german shepherd puppy supplies,40,german shepherd puppy supplies,40,40,1.971411638,,5,
goat feed for deer,40,goat feed for deer,40,40,3.837116645,,13,
horse blanket buckles,40,horse blanket buckles,40,40,8.188193887,,49,
horse clippers lister,40,"horse clippers lister, lister horse clippers","40.0, 40.0",80,2.624373664,https://www.chewy.com/wahl-lister-star-w-hard-case-clipper/dp/581158?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Wahl&utm_term=%7Bkeyword%7D,6,
horse reins english,40,"horse reins english, horse reins western","40.0, 30.0",70,3.424907164,,14,
i love my dog magnets for cars,40,i love my dog magnets for cars,40,40,2.525389807,,5,
interactive cat butterfly toy,40,"interactive cat butterfly toy, interactive cat toy fish","40.0, 20.0",60,4.318185888,https://www.chewy.com/pet-zone-fly-by-replacement-butterfly/dp/149995,14,0
kalmbach sheep feed,40,kalmbach sheep feed,40,40,2.795802858,https://www.chewy.com/kalmbach-feeds-start-right-lamb-creep/dp/244709,7,0.25
koi filter media,40,"koi filter media, media filter koi","40.0, 10.0",50,4.082215814,,26,
list of toy dog,40,list of toy dog,40,40,2.842085777,,7,
maltese dog gifts,40,maltese dog gifts,40,40,2.66487858,,9,
mesh finch feeders,40,mesh finch feeders,40,40,2.58608628,,5,
modern cat tree black,40,modern cat tree black,40,40,7.222137317,,183,
natural goldfish food,40,"natural goldfish food, goldfish food natural, premium goldfish food","40.0, 10.0, 10.0",60,4.870356101,https://www.chewy.com/aqueon-color-enhancing-goldfish/dp/124480,16,0
natural yums cat treats,40,natural yums cat treats,40,40,5.411080995,https://www.chewy.com/friskies-party-mix-natural-yums-real/dp/234878,16,0.12
organic dog clothing,40,organic dog clothing,40,40,4.162651848,,16,
organic pet grass kit,40,organic pet grass kit,40,40,3.902109457,https://www.chewy.com/frisco-natural-cat-grass-growing-kit/dp/352154,11,0.212121212
papaya rabbit treats,40,papaya rabbit treats,40,40,5.43633,https://www.chewy.com/sweet-meadow-dried-papaya-small-pet/dp/254354,18,0.333333333
parakeet treats fruit,40,parakeet treats fruit,40,40,5.47317175,https://www.chewy.com/kaytee-fiesta-fruit-veggie-parakeet/dp/122743,18,0
paw print dog urns,40,paw print dog urns,40,40,2.824421596,https://www.chewy.com/best-friend-services-classic-paws/dp/150384,6,0
personalized cat pajamas,40,"personalized cat pajamas, dog pajamas personalized","40.0, 10.0",50,4.354982005,,17,
pet carrier pad,40,pet carrier pad,40,40,6.83038552,,366,
plant terrarium decor,40,"plant terrarium decor, terrarium decor cleaner","40.0, 10.0",50,6.984473162,,33,
pond filter brushes,40,pond filter brushes,40,40,3.09484234,,14,
pond fish feeding winter,40,pond fish feeding winter,40,40,6.224991668,,30,
powder fish food,40,"powder fish food, powder mix fish food","40.0, 10.0",50,7.797406638,,695,
puppy food pouches,40,"puppy food pouches, puppy food pink bag","40.0, 30.0",70,6.980301638,https://www.chewy.com/pedigree-puppy-variety-pack-morsels/dp/168571,31,0
rabbit grass seeds,40,"rabbit grass seeds, rabbit pumpkin seeds, rabbit grass seed mix, rabbit seed mix, pumpkin rabbit treats","40.0, 40.0, 20.0, 20.0, 10.0",130,6.173413942,,33,
rose gold dog bowls,40,"rose gold dog bowls, dog bowls gold","40.0, 10.0",50,1.90099902,,9,
round litter box liners,40,"round litter box liners, litter box liners for corner litter box","40.0, 20.0",60,2.293311648,https://www.chewy.com/natures-miracle-corner-disposable-cat/dp/209654,5,
safe materials for bird toys,40,safe materials for bird toys,40,40,2.355811577,,7,
salmon and dried seaweed cat treats,40,salmon and dried seaweed cat treats,40,40,2.546893893,,5,
single kitten litter,40,"single kitten litter, one kitten litter, kittens first litter","40.0, 30.0, 10.0",80,3.94936986,,10,
tiger cat games,40,tiger cat games,40,40,4.248288439,,23,
vintage dog clothing,40,vintage dog clothing,40,40,3.041382397,,9,
weaver horse bits,40,weaver horse bits,40,40,2.071506358,,6,
xs dog hat,40,"xs dog hat, xs dog fashion","40.0, 10.0",50,7.826538014,,86,
2 tier cat beds,30,2 tier cat beds,30,30,3.258269756,,13,
3 ingredient dog cookies,30,3 ingredient dog cookies,30,30,4.785272714,,16,
3 tier cat kennel,30,3 tier cat kennel,30,30,3.598329041,https://www.chewy.com/iris-3-tier-plastic-cat-cage-playpen/dp/164809,12,0
360 pet carrier,30,360 pet carrier,30,30,3.036275402,https://www.chewy.com/sherpa-ultimate-on-wheels-dog-cat/dp/130245,10,0.25
3x dog sweaters,30,3x dog sweaters,30,30,6.388629401,,22,
aquarium stand cover,30,aquarium stand cover,30,30,3.456425463,,22,
balance it dog vitamins,30,balance it dog vitamins,30,30,6.861964784,,547,
bearded dragon not digesting food,30,bearded dragon not digesting food,30,30,2.74375457,,8,
bearded dragon tank plants,30,bearded dragon tank plants,30,30,3.061454697,,11,
bird food bell,30,bird food bell,30,30,3.434674288,https://www.chewy.com/heath-birds-blend-seed-bell-wild-bird/dp/169979,10,0
canned cat food for kittens,30,"canned cat food for kittens, kibble cat food for kittens, kitten food to cat food","30.0, 20.0, 20.0",70,9.267830265,https://www.chewy.com/fancy-feast-kitten-tender-turkey/dp/103975,217,0.125
cat bag holder,30,cat bag holder,30,30,2.197140343,,5,
cat carrier liner,30,cat carrier liner,30,30,3.030115893,,11,
cat game events,30,cat game events,30,30,6.663887809,,579,
cat kennel club,30,cat kennel club,30,30,7.039850637,https://www.chewy.com/american-kennel-club-akc-chevron/dp/220788,103,0
cat laser bowling,30,cat laser bowling,30,30,3.031271822,,43,
catnip zone,30,catnip zone,30,30,1.835089169,,7,
chicken egg vitamins,30,"chicken egg vitamins, fish eggs vitamins","30.0, 30.0",60,7.261628145,,1604,
chicken feed with marigold,30,chicken feed with marigold,30,30,6.606050829,,290,
chicken keeping supplies,30,chicken keeping supplies,30,30,4.216731562,https://www.chewy.com/b/chicken-12992,46,0.090909091
cockatiel perch stand,30,cockatiel perch stand,30,30,6.620347002,,58,
collar for white dog,30,collar for white dog,30,30,8.030514031,,191,
desert sand snake,30,desert sand snake,30,30,2.73862156,,7,
dog bone grooming,30,dog bone grooming,30,30,6.906435091,,60,
dog clippers with light,30,dog clippers with light,30,30,2.108181998,,6,
dog collars for black dogs,30,dog collars for black dogs,30,30,7.966997146,,1819,
dog cookies for humans,30,"dog cookies for humans, dog cookies for dogs","30.0, 10.0",40,8.202225454,https://www.chewy.com/exclusively-dog-best-buddy-bones-beef/dp/47055,141,0
dog gate lock,30,dog gate lock,30,30,7.241056734,,63,
dog grooming tools for shedding,30,dog grooming tools for shedding,30,30,5.835722144,https://www.chewy.com/safari-dual-sided-shedding-blade-dog/dp/155269,19,0
dog toys canada,30,"dog toys canada, dog toy boxes canada","30.0, 10.0",40,4.145868591,,17,
doodle dog gifts,30,doodle dog gifts,30,30,2.044284904,,5,
dry bones for dogs,30,dry bones for dogs,30,30,6.60016737,,206,
easter dog cookies,30,easter dog cookies,30,30,3.240479085,,8,
first aid for dog bite at home,30,first aid for dog bite at home,30,30,1.833096839,,5,
fish food made of,30,"fish food made of, quality fish food, fish food value, fish food varieties","30.0, 20.0, 10.0, 10.0",70,4.961328617,,23,
fish oil vitamins for hair,30,fish oil vitamins for hair,30,30,3.283475726,,10,
free dog poop bags,30,"free dog poop bags, no plastic dog poop bags","30.0, 10.0",40,9.281266023,,68,
gluten free dog treats with pumpkin,30,"gluten free dog treats with pumpkin, pumpkin dog treats gluten free","30.0, 30.0",60,8.524658786,,58,
goat zinc supplement,30,goat zinc supplement,30,30,5.897010078,,66,
grilled chicken dog treats,30,grilled chicken dog treats,30,30,9.156128637,https://www.chewy.com/blue-dog-bakery-perfect-trainers/dp/45630,67,0
healthy treats for ducks,30,healthy treats for ducks,30,30,8.032083572,https://www.chewy.com/pet-botanics-healthy-omega-duck/dp/116708,180,0
high tech robot dog,30,high tech robot dog,30,30,2.332856655,,9,
high-energy horse feed,30,"high-energy horse feed, horse feed for energy","30.0, 10.0",40,2.370829963,,6,
horse feed oil,30,"horse feed oil, feeding coconut oil to horses, feeding horses coconut oil, horse feed oil supplements","30.0, 20.0, 20.0, 10.0",80,7.683743808,,190,
horse toys big,30,"horse toys big, horse toy large","30.0, 10.0",40,2.108511989,,9,
hot toys black cat,30,hot toys black cat,30,30,3.092819972,,10,
intune bird food,30,intune bird food,30,30,4.085991316,https://www.chewy.com/higgins-intune-hand-feeding-hi-energy/dp/267884,13,0.25
iodine free cat treats,30,iodine free cat treats,30,30,2.531701484,https://www.chewy.com/app/product-questions/243984,6,0.746666667
iron fish food,30,iron fish food,30,30,7.045106019,,1070,
k-9 dog kennels,30,k-9 dog kennels,30,30,3.678920659,,17,
kitten eye wipes,30,kitten eye wipes,30,30,2.073087305,https://www.chewy.com/earthbath-eye-wipes-dogs-cats/dp/40422,8,0
kiwi bird food,30,kiwi bird food,30,30,1.894867726,,6,
leather horse girths,30,leather horse girths,30,30,7.975721452,,40,
lick it horse treats,30,lick it horse treats,30,30,4.59846496,https://www.chewy.com/likit-refill-carrot-horse-treat-143/dp/348944,18,0
luxury cat supplies,30,luxury cat supplies,30,30,6.184023601,,40,
lysine immune support for cats,30,"lysine immune support for cats, l-lysine immune support for cats","30.0, 10.0",40,8.630480158,https://www.chewy.com/naturvet-l-lysine-plus-antioxidants/dp/177148,35,0
magnesium for saltwater aquariums,30,magnesium for saltwater aquariums,30,30,3.713172763,,9,
majesty horse supplements,30,majesty horse supplements,30,30,3.930636325,,12,
medical grooming for cats,30,medical grooming for cats,30,30,7.260177042,,308,
mens horse riding gear,30,mens horse riding gear,30,30,4.74064003,,26,
natural horse treats,30,natural horse treats,30,30,8.644486731,https://www.chewy.com/b/horse-treats-2745,163,0.176470588
no bake cat treats,30,no bake cat treats,30,30,7.57605269,,34,
non gmo cattle feed,30,non gmo cattle feed,30,30,2.723073708,,9,
off the ground dog bowls,30,off the ground dog bowls,30,30,1.808340308,,9,
oinkies dog bones,30,oinkies dog bones,30,30,2.924020953,https://www.chewy.com/hartz-oinkies-5-pig-skin-twists-real/dp/112071,9,0
omega horse feed,30,omega horse feed,30,30,3.243280926,https://www.chewy.com/bluebonnet-feeds-intensify-omega/dp/231948,10,0
outdoor dog poop odor eliminator,30,outdoor dog poop odor eliminator,30,30,4.122996004,https://www.chewy.com/simple-green-outdoor-dog-cat-odor/dp/160843,10,0.2
peanut butter rawhide bones,30,peanut butter rawhide bones,30,30,8.088834758,https://www.chewy.com/f/peanut-butter-flavored-rawhide-dog_c1545_f4v20056,132,0.333333333
personalized dog cookies,30,personalized dog cookies,30,30,8.156602988,,41,
personalized dog wine glasses,30,personalized dog wine glasses,30,30,2.850849621,https://www.chewy.com/b/wine-glasses-6219,8,0.2
pet pee grass,30,pet pee grass,30,30,6.818426891,https://www.chewy.com/frisco-indoor-grass-potty/dp/193050,74,0
pet supplies plus dog gates,30,pet supplies plus dog gates,30,30,2.410766712,,8,
pink cat supplies,30,"pink cat supplies, black cat supplies","30.0, 10.0",40,6.756122989,,733,
purple heart dog tag,30,purple heart dog tag,30,30,3.462978601,https://www.chewy.com/dog-tag-art-neon-purple-hearts/dp/296094,10,0
quality dog coats,30,"quality dog coats, great and small dog coats","30.0, 10.0",40,2.404878534,,9,
rabbit cage hay feeder,30,"rabbit cage hay feeder, hay feeder for rabbit cage","30.0, 10.0",40,2.534180987,https://www.chewy.com/sungrow-rabbit-bunny-guinea-pig-hay/dp/315633,5,0
rabbit calming treats,30,rabbit calming treats,30,30,5.105077048,,17,
rabbits and catnip,30,rabbits and catnip,30,30,2.703842345,,7,
red aquarium lights,30,red aquarium lights,30,30,0.943119185,,8,
red sox dog toys,30,red sox dog toys,30,30,3.192300248,,7,
riding socks horse,30,riding socks horse,30,30,2.326856797,,5,
sausage dog gifts,30,sausage dog gifts,30,30,2.56222867,,7,
squirrel dog supplies,30,squirrel dog supplies,30,30,4.176971957,,15,
turtle tank maintenance,30,turtle tank maintenance,30,30,2.971558363,https://www.chewy.com/zoo-med-turtle-clean-canister-turtle/dp/154868,10,0
ultimate finish horse feed,30,ultimate finish horse feed,30,30,2.910759299,https://www.chewy.com/tribute-equine-nutrition-k-finish/dp/211637,8,0.3
unsalted peanut butter for dogs,30,unsalted peanut butter for dogs,30,30,3.710062348,,9,
vegetarian fish food,30,"vegetarian fish food, fish food vegetables, fish food vegetarian","30.0, 10.0, 10.0",50,1.824864682,,8,
vinyl covered dog beds,30,vinyl covered dog beds,30,30,2.206464437,,5,
wire cat carriers,30,wire cat carriers,30,30,3.478083856,,52,
women's horse riding gear,30,"women's horse riding gear, ladies horse riding gear","30.0, 10.0",40,5.843122787,https://www.chewy.com/horze-equestrian-womens-tara-high/dp/297568,73,0
yellow dewormer for dogs,30,yellow dewormer for dogs,30,30,2.753745206,,11,
yogurt icing for dog treats,30,"yogurt icing for dog treats, dehydrated yogurt dog treats, yogurt coating for dog treats, dog ice cream no yogurt","30.0, 20.0, 20.0, 10.0",80,3.430271314,,9,
zip riding boots,30,"zip riding boots, riding boots zip","30.0, 10.0",40,3.169666381,,8,
3 dog retractable leash,20,3 dog retractable leash,20,20,1.425269475,,5,
3 pack dog toys,20,3 pack dog toys,20,20,8.211634806,,131,
6 dogs hat,20,6 dogs hat,20,20,2.831878541,,8,
8 dog bowl,20,8 dog bowl,20,20,7.72527787,,392,
80 10 10 dog food,20,80 10 10 dog food,20,20,4.265830859,,22,
apples and peanut butter for dogs,20,apples and peanut butter for dogs,20,20,8.431419718,,81,
